TEST BATCH;INSTANCE;NUMBER CUSTOMERS;GAMMAT;DEVIATIONT;RUNTIME;RESULT;RESULT DESCRIPTION;INCUMBENT;BEST BOUND;MIP ABSOLUTE GAP;MIP RELATIVE GAP
A;C101;25;0;0;26.52;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;5.68434E-14;0
A;C101;25;1;0.1;79.36;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;0;0
A;C101;25;1;0.25;90.39;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;5.68434E-14;0
A;C101;25;1;0.5;91.13;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;0;0
A;C101;25;5;0.1;830.19;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;5.68434E-14;0
A;C101;25;5;0.25;746.03;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;5.68434E-14;0
A;C101;25;5;0.5;3600.35;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;311;303.2;7.8;0.0251
A;C101;25;10;0.1;1671.98;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;1.13687E-13;0
A;C101;25;10;0.25;1249.8;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;0;0
A;C101;25;10;0.5;3600.29;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;311;303.2;7.8;0.0251
A;C102;25;0;0;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;1;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;1;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;5;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;5;0.25;3600.18;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;5;0.5;3600.15;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;10;0.1;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;10;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C102;25;10;0.5;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;0;0;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;1;0.1;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;1;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;1;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;5;0.1;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;5;0.25;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;5;0.5;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;10;0.1;3600.11;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;10;0.25;3600.11;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C103;25;10;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;0;0;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;1;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;1;0.25;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;1;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;5;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;5;0.25;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;5;0.5;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;10;0.1;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;10;0.25;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C104;25;10;0.5;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C105;25;0;0;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;277.7;272.8;4.9;0.0176
A;C105;25;1;0.1;3600.11;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;300.7;271.7;29;0.0964
A;C105;25;1;0.25;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;284.5;271.7322293;12.7677707;0.0446
A;C105;25;1;0.5;3600.13;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;279.2;273.8;5.4;0.0193
A;C105;25;5;0.1;3600.14;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;903.8;270.6;633.2;0.7006
A;C105;25;5;0.25;3600.21;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;903.8;270.6;633.2;0.7006
A;C105;25;5;0.5;3600.17;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;903.8;271.6;632.2;0.6995
A;C105;25;10;0.1;3600.23;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;835.3;270.7466667;564.5533333;0.6758
A;C105;25;10;0.25;3600.31;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;807.9;270.7466667;537.1533333;0.6648
A;C105;25;10;0.5;3600.42;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;749.5;271.7466667;477.7533333;0.6374
A;C106;25;0;0;90.09;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;323.8;323.8;0;0
A;C106;25;1;0.1;176.1;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;323.8;323.8;5.68434E-14;0
A;C106;25;1;0.25;3600.18;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;324.4;323.8;0.6;0.0018
A;C106;25;1;0.5;1504.63;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;361.5;361.5;5.68434E-13;0
A;C106;25;5;0.1;994.58;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;323.8;323.8;5.68434E-14;0
A;C106;25;5;0.25;3600.52;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;324.4;323.8;0.6;0.0018
A;C106;25;5;0.5;1060.83;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;361.5;361.5;5.68434E-14;0
A;C106;25;10;0.1;1260.91;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;323.8;323.8;5.68434E-14;0
A;C106;25;10;0.25;3600.26;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;324.4;323.8;0.6;0.0018
A;C106;25;10;0.5;838.31;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;361.5;361.5;5.68434E-14;0
A;C107;25;0;0;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;287.4;269.98;17.42;0.0605
A;C107;25;1;0.1;3600.1;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;305.7;269.8927267;35.80727329;0.1171
A;C107;25;1;0.25;3600.11;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;289.3;269.98;19.32;0.0667
A;C107;25;1;0.5;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;304.2;270.5175;33.6825;0.1105
A;C107;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C107;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C107;25;5;0.5;3600.19;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C107;25;10;0.1;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C107;25;10;0.25;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C107;25;10;0.5;3600.11;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;0;0;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;1;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;1;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;1;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;5;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;5;0.25;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;5;0.5;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;10;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;10;0.25;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C108;25;10;0.5;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;0;0;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;1;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;1;0.25;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;1;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;5;0.1;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;5;0.25;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;5;0.5;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;10;0.1;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;10;0.25;3600.45;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C109;25;10;0.5;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C201;25;0;0;152.58;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;0;0
A;C201;25;1;0.1;337.15;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;5.68434E-14;0
A;C201;25;1;0.25;310.12;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;0;0
A;C201;25;1;0.5;368.92;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;5.68434E-14;0
A;C201;25;5;0.1;1399.19;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;5.68434E-14;0
A;C201;25;5;0.25;1409.99;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;0;0
A;C201;25;5;0.5;1545.02;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;5.68434E-14;0
A;C201;25;10;0.1;1174.21;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;0;0
A;C201;25;10;0.25;1868.01;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;5.68434E-14;0
A;C201;25;10;0.5;2263.02;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;5.68434E-14;0
A;C202;25;0;0;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C202;25;1;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C202;25;1;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C202;25;1;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C202;25;5;0.1;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C202;25;5;0.25;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C202;25;5;0.5;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C202;25;10;0.1;3600.27;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;966.5;243.7214286;722.7785714;0.7477
A;C202;25;10;0.25;3600.24;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;995.6;243.7214286;751.8785714;0.7551
A;C202;25;10;0.5;3600.36;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;1002.1;243.7214286;758.3785714;0.7567
A;C203;25;0;0;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;1;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;1;0.25;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;1;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;5;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;5;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;5;0.5;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;10;0.1;3600.12;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;10;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C203;25;10;0.5;3600.11;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;0;0;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;1;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;1;0.25;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;1;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;5;0.1;3600.1;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;5;0.25;3600.18;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;5;0.5;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;10;0.1;3600.11;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;10;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C204;25;10;0.5;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;0;0;3600.12;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;410;217.53;192.47;0.4693
A;C205;25;1;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;1;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;1;0.5;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;5;0.1;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;5;0.25;3600.23;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;5;0.5;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;10;0.1;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;10;0.25;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C205;25;10;0.5;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;0;0;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;1;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;1;0.25;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;1;0.5;3600.23;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;5;0.1;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;5;0.25;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;5;0.5;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;10;0.1;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;10;0.25;3600.12;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C206;25;10;0.5;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;0;0;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;1;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;1;0.25;3600.26;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;1;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;5;0.1;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;5;0.25;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;5;0.5;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;10;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;10;0.25;3600.1;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C207;25;10;0.5;3600.1;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;0;0;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;1;0.1;3600.32;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;1;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;1;0.5;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;5;0.1;3600.22;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;5;0.25;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;5;0.5;3600.12;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;10;0.1;3600.56;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;10;0.25;3600.13;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;C208;25;10;0.5;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R101;25;0;0;857.33;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;824.7;824.7;1.13687E-13;0
A;R101;25;1;0.1;212.56;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;824.7;824.7;1.13687E-13;0
A;R101;25;1;0.25;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;893.1;871.5;21.6;0.0242
A;R101;25;1;0.5;114.98;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R101;25;5;0.1;3600.23;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;846.3;824.7;21.6;0.0255
A;R101;25;5;0.25;3600.19;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;893.1;871.5;21.6;0.0242
A;R101;25;5;0.5;180.19;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R101;25;10;0.1;3600.3;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;846.3;824.7;21.6;0.0255
A;R101;25;10;0.25;3600.67;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;893.1;871.5;21.6;0.0242
A;R101;25;10;0.5;302.75;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R102;25;0;0;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R102;25;1;0.1;3600.23;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R102;25;1;0.25;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R102;25;1;0.5;136.45;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R102;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R102;25;5;0.25;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R102;25;5;0.5;235.92;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R102;25;10;0.1;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R102;25;10;0.25;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R102;25;10;0.5;350.39;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R103;25;0;0;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R103;25;1;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R103;25;1;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R103;25;1;0.5;179;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R103;25;5;0.1;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R103;25;5;0.25;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R103;25;5;0.5;277.47;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R103;25;10;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R103;25;10;0.25;3600.09;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R103;25;10;0.5;400.84;INFEASIBLE;Model was proven to be infeasible.;;;;
A;R104;25;0;0;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R104;25;1;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R104;25;1;0.25;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R104;25;1;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R104;25;5;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R104;25;5;0.25;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R104;25;5;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R104;25;10;0.1;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
A;R104;25;10;0.25;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;;;;
