TEST BATCH;INSTANCE;NUMBER CUSTOMERS;GAMMAT;DEVIATIONT;RUNTIME;RESULT;RESULT DESCRIPTION;INCUMBENT;BEST BOUND;MIP ABSOLUTE GAP;MIP RELATIVE GAP
D;R203;25;1;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;528.6485383;36.25146165;0.0641
D;R204;25;1;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;515.7;451.3559171;64.34408295;0.1247
D;R205;25;1;0.25;41.52;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
D;R206;25;1;0.25;1812.4;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;534.2;534.2;0;0
D;R207;25;1;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;538.4;476.0599713;62.34002866;0.1157
D;R208;25;1;0.25;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;415.4;19.6;0.0451
D;R209;25;1;0.25;43.21;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
D;R210;25;1;0.25;191.11;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
D;R211;25;1;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;497.7;415.263761;82.43623905;0.1656
D;RC101;25;1;0.25;1.35;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;1.13687E-13;0
D;RC102;25;1;0.25;450.51;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;576.8;576.8;0;0
D;RC103;25;1;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;563.1;483.2691703;79.83082968;0.1417
D;RC104;25;1;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;521.5;440.4317769;81.06822305;0.1553
D;RC105;25;1;0.25;724.12;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;622.4;622.4;0;0
D;RC106;25;1;0.25;994.23;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;564.4;564.4;0;0
D;RC107;25;1;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;461.6;428.8085103;32.79148973;0.0708
D;RC108;25;1;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;504.1;455.1224735;48.97752648;0.097
D;RC201;25;1;0.25;5.21;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;579.6;579.6;1.13687E-13;0
D;RC202;25;1;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;562.1;488.0994529;74.00054712;0.1316
D;RC203;25;1;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;511.5;297.5062174;213.9937826;0.4182
D;RC204;25;1;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;431.9;270.4460725;161.4539275;0.3737
D;RC205;25;1;0.25;16.62;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;553.7;553.7;0;0
D;RC206;25;1;0.25;541.19;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;515.5;515.5;0;0
D;RC207;25;1;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;492;380.6926915;111.3073085;0.2262
D;RC208;25;1;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;388.6;259.7504569;128.8495431;0.3314
D;C101;25;1;0.5;0.45;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;0;0
D;C102;25;1;0.5;1145.51;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;288.7;288.7;0;0
D;C103;25;1;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;277.9;256.3987686;21.50123138;0.0774
D;C104;25;1;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;306.8;261.8751289;44.92487107;0.1463
D;C105;25;1;0.5;2.2;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;279.2;279.2;0;0
D;C106;25;1;0.5;1.39;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;361.5;361.5;0;0
D;C107;25;1;0.5;1.52;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;287.4;287.4;0;0
D;C108;25;1;0.5;22.75;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;322.8;322.8;0;0
D;C109;25;1;0.5;151.98;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;281.7;281.7;0;0
D;C201;25;1;0.5;1.9;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;5.68434E-14;0
D;C202;25;1;0.5;35.98;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;356.2;356.2;5.68434E-14;0
D;C203;25;1;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;336.6;308.7666667;27.83333333;0.0826
D;C204;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;347.5;282.2149039;65.28509612;0.1876
D;C205;25;1;0.5;3.29;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;350.4;350.4;5.68434E-14;0
D;C206;25;1;0.5;5.01;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;349.3;349.3;0;0
D;C207;25;1;0.5;64.12;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;341.8;341.8;0;0
D;C208;25;1;0.5;83.34;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;314.4;314.4;0;0
D;R101;25;1;0.5;0.03;INFEASIBLE;Model was proven to be infeasible.;;;;
D;R102;25;1;0.5;0.17;INFEASIBLE;Model was proven to be infeasible.;;;;
D;R103;25;1;0.5;0.32;INFEASIBLE;Model was proven to be infeasible.;;;;
D;R104;25;1;0.5;0.29;INFEASIBLE;Model was proven to be infeasible.;;;;
D;R105;25;1;0.5;1.53;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;754.4;754.4;0;0
D;R106;25;1;0.5;43.29;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;629.6;629.6;0;0
D;R107;25;1;0.5;1768.58;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;639.9;639.9;0;0
D;R108;25;1;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;593.8;539.4179289;54.38207106;0.0914
D;R109;25;1;0.5;3.42;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;643.1;643.1;1.13687E-13;0
D;R110;25;1;0.5;724.83;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;607.2;607.2;0;0
D;R111;25;1;0.5;240.81;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;603.7;603.7;1.13687E-13;0
D;R112;25;1;0.5;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;570.3;456.965004;113.334996;0.1987
D;R201;25;1;0.5;3.07;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;658.4;658.4;0;0
D;R202;25;1;0.5;807.87;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;530.8;530.8;0;0
D;R203;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;509.9414302;54.95856981;0.0972
D;R204;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;509.3;453.8050183;55.49498174;0.1088
D;R205;25;1;0.5;24.29;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
D;R206;25;1;0.5;1811.84;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;534.2;534.2;0;0
D;R207;25;1;0.5;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;541.4;475.8125;65.5875;0.121
D;R208;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;437.2;417.0571429;20.14285714;0.046
D;R209;25;1;0.5;36.54;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
D;R210;25;1;0.5;208.47;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
D;R211;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;504.7;423.3309141;81.36908589;0.1611
D;RC101;25;1;0.5;0.91;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;661.5;661.5;1.13687E-13;0
D;RC102;25;1;0.5;132.15;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;583.6;583.6;0;0
D;RC103;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;569.2;507.0333333;62.16666667;0.1091
D;RC104;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;559;447.2681931;111.7318069;0.1998
D;RC105;25;1;0.5;0.11;INFEASIBLE;Model was proven to be infeasible.;;;;
D;RC106;25;1;0.5;93.94;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;564.4;564.4;0;0
D;RC107;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;463.9;416.0397436;47.86025641;0.103
D;RC108;25;1;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;527.2;456.7999985;70.40000147;0.1335
D;RC201;25;1;0.5;4.51;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;579.6;579.6;0;0
D;RC202;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;562.7;500.5935979;62.10640212;0.1104
D;RC203;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;511.6;300.3657483;211.2342517;0.4128
D;RC204;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;450.6;272.814655;177.785345;0.3944
D;RC205;25;1;0.5;14.48;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;559;559;1.13687E-13;0
D;RC206;25;1;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;519.1;503.2;15.9;0.0306
D;RC207;25;1;0.5;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;490.2;383.9103981;106.2896019;0.2166
D;RC208;25;1;0.5;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;389.4;261.55;127.85;0.3282
D;C101;25;5;0.1;0.83;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;5.68434E-14;0
D;C102;25;5;0.1;1922.71;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;288.7;288.7;0;0
D;C103;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;272.7;254.38;18.32;0.0671
D;C104;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;304.4;252.4348026;51.96519737;0.1705
D;C105;25;5;0.1;2.26;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;279.2;279.2;0;0
D;C106;25;5;0.1;1.42;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;323.8;323.8;5.68434E-14;0
D;C107;25;5;0.1;2.64;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;287.4;287.4;0;0
D;C108;25;5;0.1;91.51;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;322.8;322.8;0;0
D;C109;25;5;0.1;1877.05;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;281.7;281.7;0;0
D;C201;25;5;0.1;1.92;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;0;0
D;C202;25;5;0.1;75.84;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;356.2;356.2;5.68434E-14;0
D;C203;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;343;292.3086412;50.69135878;0.1475
D;C204;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;367.9;281.2078069;86.69219315;0.2354
D;C205;25;5;0.1;3.45;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;350.4;350.4;0;0
D;C206;25;5;0.1;7.13;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;349.3;349.3;0;0
D;C207;25;5;0.1;95.33;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;341.8;341.8;5.68434E-14;0
D;C208;25;5;0.1;102.14;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;314.4;314.4;0;0
D;R101;25;5;0.1;1;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;846.3;846.3;0;0
D;R102;25;5;0.1;54.64;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;706.2;706.2;0;0
D;R103;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;587.6;560.9890638;26.6109362;0.0453
D;R104;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;574.7;529.947543;44.75245701;0.0778
D;R105;25;5;0.1;2.3;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;673.7;673.7;0;0
D;R106;25;5;0.1;210.42;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;597;597;0;0
D;R107;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;605.1;574.5714565;30.52854345;0.0504
D;R108;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;589.2;513.7277778;75.47222222;0.128
D;R109;25;5;0.1;32.81;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;618.5;618.5;0;0
D;R110;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;607.9;561.762301;46.13769903;0.0758
D;R111;25;5;0.1;2918.13;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;594.7;594.7;1.13687E-13;0
D;R112;25;5;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.1;443.6956816;120.4043184;0.2134
D;R201;25;5;0.1;3.51;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;645.8;645.8;2.27374E-13;0
D;R202;25;5;0.1;3156.6;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;521.6;521.6;0;0
D;R203;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;514.4287444;50.47125564;0.0892
D;R204;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;531.7;439.7302556;91.96974436;0.1728
D;R205;25;5;0.1;83.21;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
D;R206;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;534.2;522.5333333;11.66666667;0.0217
D;R207;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.8;469.1534271;78.64657285;0.1435
D;R208;25;5;0.1;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;435;409.028376;25.97162401;0.0595
D;R209;25;5;0.1;56.5;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
D;R210;25;5;0.1;647.74;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
D;R211;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;509.1;407.0404997;102.0595003;0.2004
D;RC101;25;5;0.1;2.3;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;0;0
D;RC102;25;5;0.1;1315.22;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;572.5;572.5;0;0
D;RC103;25;5;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;547.3;455.5397981;91.7602019;0.1675
D;RC104;25;5;0.1;3600.1;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;517.4;435.6987827;81.7012173;0.1579
D;RC105;25;5;0.1;1614.48;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;619.2;619.2;1.13687E-13;0
D;RC106;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;563.5;551.4002952;12.09970482;0.0215
D;RC107;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;461.6;421.8594925;39.74050748;0.086
D;RC108;25;5;0.1;3600.04;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;505;452.21;52.79;0.1044
D;RC201;25;5;0.1;11.12;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;578;578;1.13687E-13;0
D;RC202;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;563.3;471.2093843;92.09061567;0.1633
D;RC203;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;511.5;294.7952384;216.7047616;0.4237
D;RC204;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;424.3;267.9214286;156.3785714;0.3684
D;RC205;25;5;0.1;26.6;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;553.7;553.7;0;0
D;RC206;25;5;0.1;957.01;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;515.5;515.5;1.13687E-13;0
D;RC207;25;5;0.1;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;492;361.9160579;130.0839421;0.2642
D;RC208;25;5;0.1;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;394.2;253.9689408;140.2310592;0.3557
D;C101;25;5;0.25;0.76;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;303.2;303.2;5.68434E-14;0
D;C102;25;5;0.25;3600;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;288.7;284.6962048;4.003795185;0.0139
D;C103;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;272.7;253.6043904;19.09560964;0.0697
D;C104;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;311.2;240.049105;71.15089501;0.2285
D;C105;25;5;0.25;2.97;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;279.2;279.2;5.68434E-14;0
D;C106;25;5;0.25;1.18;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;324.4;324.4;5.68434E-14;0
D;C107;25;5;0.25;2.39;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;287.4;287.4;0;0
D;C108;25;5;0.25;33.8;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;322.8;322.8;0;0
D;C109;25;5;0.25;329.23;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;281.7;281.7;0;0
D;C201;25;5;0.25;1.47;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;360.3;360.3;5.68434E-14;0
D;C202;25;5;0.25;77.4;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;356.2;356.2;5.68434E-14;0
D;C203;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;339;293.4614085;45.53859151;0.1342
D;C204;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;361.5;286.9852415;74.51475848;0.2061
D;C205;25;5;0.25;3.8;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;350.4;350.4;0;0
D;C206;25;5;0.25;6.14;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;349.3;349.3;0;0
D;C207;25;5;0.25;105.02;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;341.8;341.8;5.68434E-14;0
D;C208;25;5;0.25;154.17;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;314.4;314.4;0;0
D;R101;25;5;0.25;0.95;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;893.1;893.1;1.13687E-13;0
D;R102;25;5;0.25;47.04;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;708.7;708.7;0;0
D;R103;25;5;0.25;750.87;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;587.6;587.6;0;0
D;R104;25;5;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;609.1;554.8;54.3;0.0891
D;R105;25;5;0.25;2.51;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;690.8;690.8;0;0
D;R106;25;5;0.25;89.27;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;597;597;0;0
D;R107;25;5;0.25;3600.01;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;615.6;607.3152947;8.284705262;0.0133
D;R108;25;5;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;609.6;520.2499496;89.35005035;0.1465
D;R109;25;5;0.25;7.92;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;624.8;624.8;0;0
D;R110;25;5;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;607.2;586.46244;20.73755997;0.0341
D;R111;25;5;0.25;2564.45;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;606.4;606.4;1.13687E-13;0
D;R112;25;5;0.25;3600.05;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;567.4;447.1510956;120.2489044;0.2118
D;R201;25;5;0.25;3.4;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;646.9;646.9;0;0
D;R202;25;5;0.25;3378.82;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;521.6;521.6;0;0
D;R203;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.9;515.2053324;49.69466761;0.0878
D;R204;25;5;0.25;3600.06;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;537.7;444.1478532;93.55214677;0.1739
D;R205;25;5;0.25;58.8;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;562.9;562.9;0;0
D;R206;25;5;0.25;2874.76;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;534.2;534.2;0;0
D;R207;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;548.7;469.0669603;79.63303971;0.1451
D;R208;25;5;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;436.5;411.1515581;25.3484419;0.058
D;R209;25;5;0.25;77.18;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;503.8;503.8;0;0
D;R210;25;5;0.25;341.43;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;547.2;547.2;0;0
D;R211;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;493.6;411.8073563;81.79264365;0.1655
D;RC101;25;5;0.25;1.74;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;604;604;0;0
D;RC102;25;5;0.25;2411.8;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;579.8;579.8;0;0
D;RC103;25;5;0.25;3600.08;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;566.6;471.2148829;95.38511707;0.1682
D;RC104;25;5;0.25;3600.07;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;528.2;437.5310504;90.66894957;0.1715
D;RC105;25;5;0.25;1568.43;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;622.4;622.4;1.13687E-13;0
D;RC106;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;564.4;555.8170814;8.582918552;0.0151
D;RC107;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;461.6;427.5142768;34.08572318;0.0737
D;RC108;25;5;0.25;3600.03;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;525.6;453.2888252;72.31117479;0.1376
D;RC201;25;5;0.25;6.64;OPTIMAL;Model was solved to optimality (subject to tolerances), and an optimal solution is available.;579.6;579.6;1.13687E-13;0
D;RC202;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;562.1;480.8009288;81.29907125;0.1445
D;RC203;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;511.5;297.3652535;214.1347465;0.4186
D;RC204;25;5;0.25;3600.02;TIME_LIMIT;Optimization terminated because the time expended exceeded the value specified in the TimeLimit parameter.;464.6;268.975;195.625;0.421
